0.999999	99997/100000	27	0	data/refs/0.fa	CP001472.1 Acidobacterium capsulatum ATCC 51196, complete genome
0.999987	99960/100000	25	0	data/refs/1.fa	CP001941.1 Aciduliprofundum boonei T469, complete genome
0.999991	99971/100000	12	0	data/refs/2.fa	CP001071.1 Akkermansia muciniphila ATCC BAA-835, complete genome
0.99996	99875/100000	42	0	data/refs/3.fa	AE000782.1 Archaeoglobus fulgidus DSM 4304, complete genome
0.999929	99780/100000	8	0	data/refs/4.fa	AE015928.1 Bacteroides thetaiotaomicron VPI-5482, complete genome
0.999853	99544/100000	6	0	data/refs/5.fa	CP000139.1 Bacteroides vulgatus ATCC 8482, complete genome
0.997732	93203/100000	5	0	data/refs/6.fa	[76 seqs] NZ_JGWU01000001.1 Bordetella bronchiseptica D989 ctg7180000008197, whole genome shotgun sequence [...]
0.996821	90602/100000	3	0	data/refs/7.fa	[3 seqs] NC_007951.1 Burkholderia xenovorans LB400 chromosome 1, complete sequence [...]
0.999988	99963/100000	16	0	data/refs/8.fa	CP000679.1 Caldicellulosiruptor saccharolyticus DSM 8903, complete genome
0.999957	99866/100000	12	0	data/refs/9.fa	[3 seqs] NZ_FWDH01000003.1 Caldicellulosiruptor bescii strain MACB1021, whole genome shotgun sequence [...]
0.999971	99911/100000	16	0	data/refs/10.fa	CP001097.1 Chlorobium limicola DSM 245, complete genome
0.999992	99975/100000	14	0	data/refs/11.fa	CP000492.1 Chlorobium phaeobacteroides DSM 266, complete genome
0.999996	99987/100000	28	0	data/refs/12.fa	CP000607.1 Chlorobium phaeovibrioides DSM 265, complete genome
0.999995	99983/100000	18	0	data/refs/13.fa	AE006470.1 Chlorobium tepidum TLS, complete genome
0.999984	99950/100000	12	0	data/refs/14.fa	CP000909.1 Chloroflexus aurantiacus J-10-fl, complete genome
0.999995	99986/100000	12	0	data/refs/15.fa	CP000568.1 Clostridium thermocellum ATCC 27405, complete genome
0.998941	96768/100000	6	0	data/refs/16.fa	[4 seqs] NZ_CP015081.1 Deinococcus radiodurans R1 chromosome 1, complete sequence [...]
0.991364	76424/100000	9	0	data/refs/17.fa	[2 seqs] NC_008751.1 Desulfovibrio vulgaris DP4, complete genome [...]
0.999997	99992/100000	17	0	data/refs/18.fa	CP001251.1 Dictyoglomus turgidum DSM 6724, complete genome
0.984405	61432/100000	14	0	data/refs/19.fa	[9 seqs] NZ_KE136524.1 Enterococcus faecalis V583 acyDH-supercont2.1, whole genome shotgun sequence [...]
0.936456	13065/100000	7	0	data/refs/20.fa	AE009951.2 Fusobacterium nucleatum subsp. nucleatum ATCC 25586, complete genome
0.999995	99986/100000	30	0	data/refs/21.fa	AP009153.1 Gemmatimonas aurantiaca T-27 DNA, complete genome
0.99998	99937/100000	26	0	data/refs/22.fa	AE017180.2 Geobacter sulfurreducens PCA, complete genome
0.999558	98638/100000	8	0	data/refs/23.fa	[5 seqs] NC_013968.1 Haloferax volcanii DS2 plasmid pHV1, complete sequence [...]
